"Answer Reply","Customer Question","Product","Version"
"Enable DHCP in Windows - Quick Steps

1. Open Network Connections
   - Press: Win + R
   - Type: ncpa.cpl
   - Press Enter

2. Open Adapter Properties
   - Right-click your adapter (Ethernet/Wi-Fi)
   - Click: Properties

3. Open IPv4 Settings
   - Double-click: Internet Protocol Version 4 (TCP/IPv4)

4. Enable DHCP for IP
   - Select: ""Obtain an IP address automatically""

5. Enable DHCP for DNS
   - Select: ""Obtain DNS server address automatically""

6. Apply Settings
   - Click OK → Close → Restart adapter
   - (Disable → Enable the adapter)

7. Verify DHCP
   - Command: ipconfig /all
   - Check:
       DHCP Enabled: Yes
       DHCP Server: <server-IP>

8. Get Fresh IP from DHCP
   - Command: ipconfig /release
   - Command: ipconfig /renew

9. Test Network
   - Ping gateway: ping <gateway-IP>
   - Test DNS: ping google.com
","How to Enable DHCP in Windows ","Firewall","11"
"What does the “User/Domain” column show?","This displays the email address whose incoming or outgoing messages are being monitored or forwarded.","Mail Server","3.9.0"
"This is the address where incoming mail copies are sent.
The main user still receives the email normally, but a copy is forwarded to another account for monitoring.


This is the address where a copy of the user’s sent emails is delivered.
If it shows ---, it means no outgoing monitoring is configured.","What is “Incoming To”?



What is “Outgoing To”?","Mail Server","3.9.0"
"Yes.
The Actions column has two icons:

 (Edit) → Allows modifying monitoring/forwarding settings.

 (Delete) → Removes the rule completely.","Can I edit or delete a monitoring/forwarding rule?","Mail Server","3.9.0"
"Click the “Create” button on the top right.
You will be able to:

Select the user

Enable/disable incoming monitoring

Enable/disable outgoing monitoring

Set the destination address for both incoming and outgoing copies","How do I create a new monitoring or forwarding rule?","Mail Server","3.9.0"
"Turn Off Windows Firewall - Quick Steps (Windows)

1. Open Firewall Settings
   - Press: Win + R
   - Type: firewalls.cpl
   - Press Enter

2. Turn Off Firewall
   - For Private Network → Select: ""Turn off Windows Defender Firewall""
   - For Public Network → Select: ""Turn off Windows Defender Firewall""
     (Choose both if needed)

3. Apply Settings
   - Click OK

","How to Turn Off Windows Firewall ","Firewall","11"
"This setting controls how many entries are shown per page.
You can increase or decrease it based on preference.","Why is the page showing 15 per page?","Mail Server","3.9.0"
"Yes, depending on system settings.
However, in most setups, each user typically has one combined rule for monitoring/forwarding.","Can multiple monitors be applied to the same user?","Mail Server","3.9.0"
"Turn On Windows Firewall - Quick Steps

1. Open Firewall Settings
   - Press: Win + R
   - Type: firewalls.cpl
   - Press Enter

2. Open Firewall Options
   - Click: ""Turn Windows Defender Firewall on or off"" (left side)

3. Enable Firewall
   - Select: ""Turn on Windows Defender Firewall""
   - Do this for:
       • Private Network
       • Public Network

4. Save Settings
   - Click OK

","How to Turn On Windows Firewall ","Firewall","11"
"If multiple email addresses appear under Incoming To, it means the user’s emails are being monitored by more than one recipient (group-level or multi-monitor configuration).","Why are some emails forwarded to two addresses?","Mail Server","3.9.0"
"No.
The user continues to receive their own emails normally.
Monitoring only sends an additional copy to another mailbox.","Does monitoring affect mail delivery to the original user?","Mail Server","3.9.0"
"Create New Outlook Profile - Quick Steps

1. Open Control Panel
   - Press: Win + R
   - Type: control
   - Press Enter

2. Open Mail Settings
   - Search in Control Panel: ""Mail""
   - Click: Mail (Microsoft Outlook)

3. Open Profile Options
   - Click: ""Show Profiles""

4. Create New Profile
   - Click: Add
   - Enter a profile name (example: OfficeProfile)

5. Add Email Account
   - Enter:
       • Name
       • Email address
       • Password
   - Click: Next → Finish

6. Set Default Profile (Optional)
   - Under ""Always use this profile""
   - Select your new profile from the list

7. Open Outlook
   - Outlook will now start with the new profile
","How to Create New Outlook Profile  ","Mail Server","3.9.0"
"Delete Outlook Profile - Quick Steps

1. Control Panel → Mail

2. Click: Show Profiles

3. Select the profile to delete

4. Click: Remove

5. Confirm deletion

6. Start Outlook → create/set new profile
","How to Delete Outlook Profile ","Mail Server","3.9.0"
"Set Default Outlook Profile - Quick Steps

1. Control Panel → Mail

2. Click: Show Profiles

3. Select:
   ""Always use this profile""

4. Choose your default profile

5. Click OK
","How to Set Default Outlook Profile ","Mail Server","3.9.0"
"The Mail Queue shows all emails currently waiting to be delivered.
These may include:

Deferred emails

Emails with errors

Emails waiting for moderation

Emails pending retry","What is the Mail Queue?","Mail Server","3.9.0"
"Add New Email Account in Same Outlook Profile - Quick Steps

1. Open Outlook
   - Launch Microsoft Outlook normally

2. Open Account Settings
   - Click: File (top-left)
   - Click: Account Settings
   - Select: Account Settings (again)

3. Add New Account
   - Click: New
   - Choose account type (Microsoft 365, POP, IMAP, etc.)

4. Enter Account Details
   - Name
   - Email address
   - Password
   - Click: Next

5. Complete Setup
   - Outlook will test server settings
   - Click: Finish when completed

6. Restart Outlook
   - Close and reopen Outlook to load both accounts

7. Verify Both Accounts
   - Check left panel → both mailboxes should show
","How to Add New Email Account in Same Outlook Profile ","Mail Server","3.9.0"
"| Service    | Purpose                                                 | When to Restart                         |
                                                                                                                                                                                                                                                   
| dnsmasq | Provides DNS and DHCP services    | If you're having DNS resolution issues, like names not resolving inside the firewall or in connected clients.            |                          
|    nginx     | Acts as a web server or reverse proxy| If the web GUI (admin panel) is down, showing errors like 404, 502, or 500, and the firewall uses `nginx` for the web interface.  |
"," When Would You Restart dnsmasq or nginx?","Firewall","11"
"Add Old PST File to Existing Outlook Account - Quick Steps

1. Open Outlook
   - Start Microsoft Outlook normally.

2. Open Account Settings
   - Click: File (top-left)
   - Click: Account Settings
   - Select: Account Settings

3. Open Data Files Tab
   - Click: Data Files

4. Add Old PST
   - Click: Add
   - Browse to your old PST file location
   - Select the PST file
   - Click: OK

5. Load PST in Outlook
   - Outlook will now load the old PST
   - It will appear in the left panel with all old folders

","How to Add Old PST File to Existing Outlook Account ","Mail Server","3.9.0"
"Mail From--
Filter emails by sender address or domain.

Mail To-
Filter by recipient address or domain.

Queue-
Choose specific queue categories like:
Incoming
Outgoing
Deferred
Hold
Failed

Moderation Required-
Filter messages that need moderator approval:
Yes
No


Filter Button-  Applies all selected filters to the mail queue table.","In Mail Queue,  What do the top filters do?
Mail From- 
Mail To-
Queue-
Moderation Required-
Filter Button-","Mail Server","3.9.0"
"Button	                                                                Meaning
Release All                                          	Releases all held emails back to the delivery queue.
Hold All	                                                Puts all queue emails on hold temporarily.
Delete All	                                       Deletes all emails currently shown in the queue (based on filters).
Refresh	                                               Refreshes the mail queue list to show current status.","In mail queue,  What do the control buttons do?
","Mail Server","3.9.0"
"Create PST From OST File - Quick Steps

1. Open Outlook
   - Must be logged in with the same profile that uses the OST.

2. Open Export Wizard
   - Click: File
   - Click: Open & Export
   - Select: Import/Export

3. Choose Export Option
   - Select: ""Export to a file""
   - Click: Next

4. Select PST Format
   - Choose: ""Outlook Data File (.pst)""
   - Click: Next

5. Select Folders to Export
   - Select the mailbox or specific folders
   - Check: ""Include subfolders""
   - Click: Next

6. Choose Save Location
   - Browse and choose where to save the new PST file
   - Select PST options (replace, allow duplicates, etc.)

7. Complete Export
   - Click: Finish
   - Add password if asked (optional)

8. Verify PST
   - Go to: File → Account Settings → Data Files
   - Click: Add → browse to the new PST to attach it

","How to Create PST From OST File ","Mail Server","3.9.0"
"Delete Email Account From Same Outlook Profile - Quick Steps

1. Open Outlook
   - Start Microsoft Outlook normally.

2. Open Account Settings
   - Click: File (top-left)
   - Click: Account Settings
   - Select: Account Settings

3. Select the Email Account to Remove
   - In the ""Email"" tab
   - Click the account you want to delete

4. Remove Account
   - Click: Remove
   - Confirm deletion

5. Restart Outlook
   - Close and reopen Outlook

6. Verify Remaining Accounts
   - Only the remaining accounts should appear in the left panel

NOTE:
- Outlook will NOT allow deleting the ""Default"" or ""Primary"" mailbox (usually Microsoft 365).
- If you need to remove the primary mailbox → create a new profile first.
","How to Delete Email Account From Same Outlook Profile ","Mail Server","3.9.0"
"Shows the status of the email:

Deferred → delayed due to temporary issues

Hold → manually held

Active → in process

Failed → bounced permanently

Arrival Time
When the email entered the queue.

Size
Email size in KB.

Queue ID
Unique identifier assigned to each queued email.

Sender
The email address that sent the message.

Recipients
Shows who the message is being delivered to.

Also includes:
DelayReason → technical reason for delay/failure

SMTP error codes (like 452, 550, connect timeout, quota exceeded)

Subject
Subject line of the email.

Moderation Required
Indicates whether this email needs admin approval:
Yes
No
","What information is shown in the Mail Queue table?
Queue

Shows the status of the email:

Deferred → 

Hold → 

Active →

Failed→","Mail Server","3.9.0"
"Common reasons:

Recipient mailbox full
Temporary server issue
DNS lookup failure
Greylisting
Rate limits
Misconfigured SMTP

The system retries deferred messages automatically.","Why do emails show “Deferred”?","Mail Server","3.9.0"
"Examples-

“452-4.2.2 The recipient's inbox is out of storage space.”
Recipient's mailbox is full.

“connect to omcircuitboard.com [5.161.47.86]:25: Connection refused”
The recipient server is refusing SMTP connections.

“host alt1.gmail-smtp-in.l.google.com … has temporarily delayed”
Temporary delay from Google’s mail servers.","What do SMTP error messages mean?","Mail Server","3.9.0"
"Yes → message must be approved by an admin before being sent

No → message will deliver without manual approval","What does the “Moderation Required: No/Yes” mean?","Mail Server","3.9.0"
